id,Scheme_Name,Description,Benefits,Eligibility_Criteria,Documents_Required,Application_Process,Caste,Income,Gender,State,District
52,SC-GOI-PMSS,"The Post-Matric Scholarship Scheme for Scheduled Caste (SC) Students (PMS-SC) is a centrally sponsored initiative by the Government of India, designed to provide financial assistance to SC students pursuing post-secondary education. The primary objective is to increase the Gross Enrolment Ratio of SC students in higher education, focusing on those from the poorest households, by alleviating financial barriers.","The scholarship covers various components to support the educational journey of SC students:
1.Maintenance Allowance: Financial support for day scholars and hostellers, varying based on the course group:
--Group I Courses: Degree and Postgraduate level professional courses.
---Hostellers: ₹13,000 per annum
---Day Scholars: ₹7,000 per annum
--Group II Courses: Other professional courses leading to Degree, Diploma, or Certificate.
---Hostellers: ₹9,500 per annum
---Day Scholars: ₹6,500 per annum
--Group III Courses: Graduate and Postgraduate courses not covered under Groups I & II (e.g., B.A, B.Sc., B.Com, M.A, M.Sc., M.Com).
---Hostellers: ₹6,000 per annum
---Day Scholars: ₹3,000 per annum
--Group IV Courses: All post-matriculation (Post Class X level non-degree courses).
---Hostellers: ₹4,000 per annum
---Day Scholars: ₹2,500 per annum
2.Reimbursement of Compulsory Non-Refundable Fees: Covers tuition fees, examination fees, and other compulsory charges payable by the student to the institution.
3.Study Tour Charges: Up to ₹1,600 per annum, provided the study tour is essential for the completion of the course.
4.Thesis Typing/Printing Charges: Up to ₹1,600 for research scholars.
5.Book Allowance for Correspondence Courses: ₹1,200 per annum.
6.Disability Allowance: For students with disabilities, additional allowances are provided as per the guidelines.","1.Community: Applicants must belong to the Scheduled Caste (SC) community.
2.Course Level: Applicable to students pursuing post-matriculation or post-secondary courses recognized by the government.
3.Parental Annual Income: The annual income of parents or guardians should not exceed ₹2.50 lakh.
4.Academic Performance: Students should have passed the required qualifying examination for the respective course.","1.Caste Certificate: Proof of SC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Registration: Students must register on the National Scholarship Portal (NSP) during the notified period.
2.Application Form: Fill in the required personal, academic, and financial details accurately.
3.Document Upload: Upload scanned copies of all necessary documents as specified above.
4.Institution Verification: Submit the application online. The respective institution will verify the details and forward them to the state scholarship portal.
5.State Verification: The state government verifies the application and forwards it to the Ministry of Social Justice and Empowerment for sanctioning.
6.Disbursement: Upon approval, the scholarship amount is disbursed directly into the student's bank account through Direct Benefit Transfer (DBT).",SC,250000,Male,Tamil Nadu,For all TN districts
53,Government-Tuition Fee Concession,"The Government of Tamil Nadu provides a Tuition Fee Concession for students belonging to the Scheduled Castes (SC), Scheduled Tribes (ST), and Converted SC/ST Christians communities to promote higher education and alleviate financial barriers.",Tuition Fee Exemption: Eligible students are exempted from paying tuition fees in Government and Government-Aided institutions.,"1.Community: Applicants must belong to the SC, ST, or Converted SC/ST Christian communities.
2.Parental Annual Income: The annual income of the student's parents or guardians should not exceed ₹2,50,000.","1.Community Certificate – Proof of SC/ST status issued by a competent authority.
2.Income Certificate – Valid certificate stating the annual family income does not exceed ₹2,50,000.
3.Aadhaar Card – Copy of the student's Aadhaar card for identity verification.
4.Previous Academic Certificates – Mark sheets and certificates of the last qualified examination.
5.College Admission Proof – Bonafide certificate or admission letter from the educational institution.
6.Bank Account Details – Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
7.Fee Structure Details – Document from the institution specifying the tuition fees applicable","1.Obtain Application Form: Collect the tuition fee concession application form from the administrative office of the respective institution.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents:
4.Community Certificate: Proof of SC/ST status issued by a competent authority.
5.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
6.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective institution within the stipulated deadline.
7.Verification: The institution's administration will verify the submitted applications and process the tuition fee exemption accordingly.",ST,250000,Male,Tamil Nadu,For all TN districts
54,Higher Education Special Scholarship.,The Government of Tamil Nadu offers the Higher Education Special Scholarship (HESS) to support Scheduled Caste (SC) students pursuing higher education. This scholarship aims to alleviate financial barriers and promote academic advancement within the SC community.,"Financial Assistance: Eligible SC students receive financial aid to support their educational expenses. The scholarship amount varies based on the student's accommodation status:
Day Scholars: Approximately ₹18,000 per year.
Hostellers: Approximately ₹25,000 per year.","1.Community: Applicants must belong to the Scheduled Caste (SC) community.
2.Course Level: Applicable to students pursuing graduate, postgraduate, or professional courses in recognized institutions.
3.Parental Annual Income: The annual income of the parent or guardian should not exceed ₹2,50,000. ","1.Community Certificate: Proof of SC status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",SC,250000,Both,Tamil Nadu,For all TN districts
55,Scholarship (Above VIII Standard) - Tamil Nadu,"The Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu, offers the ""Scholarship for Students with Disabilities (Above Grade 8)"" program. This initiative provides financial assistance to differently-abled students enrolled in government-recognized schools, colleges, or training centers to help with educational expenses.","For students studying from 9th to 12th Standard: ₹4,000/- per annum.
For Degree Courses: ₹6,000/- per annum. 
For Postgraduate, Medical, Engineering, Vocational, and Other Professional Courses: ₹7,000/- per annum.","The beneficiary must be a student.
The beneficiary must be a differently abled person. The beneficiary must be a student of the following courses:
9th to 12th Standard.
Degree Courses:
Postgraduate, Medical, Engineering, Vocational, and Other Professional Courses.
The beneficiary must be differently abled, who are studying in government-recognized schools/colleges/training centers. 
The beneficiary must have obtained not less than 40% of the marks in the previous qualifying examination.","Certificates from the head of the institution.
National Identity Card of the Differently Abled.
Statement of Marks (previous qualifying examination).","1.The interested applicant should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications.
2.In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required).
3.Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer.
4.Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).
",UR,0,Male,Tamil Nadu,For all TN districts
56,Scholarships to Students Studying in Central Government Institution.,"The scheme “Scholarships to Students Studying in Central Government Institution like IIT, IIM, IIIT, NIT and Central Universities"" launched by the Backward Classes, Most Backward Classes and Minorities Welfare Department, Tamil Nadu, aims to support Tamil Nadu students from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) who are pursuing undergraduate and postgraduate courses in institutions such as IITs, IIMs, IIITs, NITs, and Central Universities. Eligible students receive annual reimbursement of tuition fees, exam fees, and other compulsory fees.","Financial Assistance: Financial support for tuition, exam fees, and other compulsory fees up to ₹2,00,000/- annually.","The beneficiary should be a student.
The beneficiary should be a resident of Tamil Nadu.
The beneficiary should belong to the Backward Classes (BC)/ Most Backward Classes (MBC)/ Denotified Communities (DNC).
The beneficiary should be pursuing UG/PG courses in IIT/ IIM/ IIIT/ NIT and Central Universities.
The beneficiary's parental annual income should not exceed ₹2,50,000/-.","Copy of recent photograph.
Birth Certificate.
Community Certificate.
Nativity Certificate.
Income Certificate obtained after 01.04.2023 from Revenue Authorities.
Copy of Aadhaar.
Marks obtained copy in Entrance exam to get admission to college.
Admission order copy.
Bonafide certificate from the Institution.
Copy of Identity card from the Institution.
Academic Certificate. 
First page of Bank Passbook clearly showing the Account Number and IFSC Code.
Fees Paid receipt copies for the year 2023-24 (All the semesters for the year 2023-24).",,UR,250000,Male,Tamil Nadu,For all TN districts
57,Scholarship To Son And Daughter Of Differently Abled Persons,"The ""Scholarship to Son and Daughter of Differently Abled Persons"" scheme in Tamil Nadu is a government initiative that aims to provide financial assistance to the children of differently abled individuals for their education. The Department implements the scheme for the Welfare of Differently Abled Persons, Government of Tamil Nadu.
The scheme provides financial assistance in the form of scholarships to eligible students. The exact amount and duration of the scholarship may vary based on the level of education and the government's guidelines. The Son/Daughter of persons with disabilities will get financial assistance from Rs.1,000 to Rs.6,000 as Scholarships.
","The scheme provides financial assistance in the form of scholarships to eligible students. The exact amount and duration of the scholarship may vary based on the level of education and the government's guidelines.
Scholarships given to the Son/Daughter of persons with disabilities are as follows: 
The daughter studying/Passing in 10th Standard will get Rs.1,000.
The Son who has passed in 10th  Standard will get Rs.1,000.
The daughter studying 11th Standard will get Rs.1,000. The daughter studying/Passed 12th Standard will get Rs.1,500.
The Son who has passed in 12th Standard will get Rs.1,500. 
The Son/daughter doing the undergraduate course will get Rs.1,500 son/daughter doing the undergraduate course with the hostel facility will get Rs.1,750. 
The Son/daughter doing the postgraduate course will get Rs.2,000 son/daughter doing the postgraduate course with hostel facility will get Rs.3,000.   
The Son/daughter doing a professional degree course will get Rs.2,000 son/daughter doing a professional degree course with a hostel facility will get Rs.4,000. The Son/daughter doing a professional Postgraduate course will get Rs.4,000 son/daughter doing professional  
The postgraduate course with a hostel facility will get Rs.6,000.  
I.T.I  or Polytechnic will get Rs.1,000 and I.T.I  or Polytechnic with hostel facility will get Rs.1,200.
","Children of any Differently Abled persons holding the identity card issued by the welfare board for the Differently Abled. 
This scholarship is applicable for students studying from Standard 11th to the Postgraduate level, which includes ITI/Polytechnic diploma courses and other higher education programs.","Medical Certificate with National Disabled Identity Card and Disability Welfare Board registration details of Parent.
Family Card. 
Aadhaar Card of the Disabled Person and Son/Daughter.
Joint savings account bank book in the name of Student and Parent.
Bonafide Certificate.Marksheets of the Previous Year.
No Assistance Certificate in other field Eligibility: Son/Daughter of Differently-Abled Students who have passed 10th standard and are studying from 11th standard.","1. Visit the official website of the Chennai district.
2.Click on the Departments. Select Differently Abled Welfare, after selecting click on Differently Abled Welfare Schemes. 
3.You will land on the List of Scheme page of Differently Abled Welfare Schemes.
4.Scroll down to the section ""L. Tamilnadu differently abled welfare board schemes"". 
5.Download the application form of the ""S.No. 4 Scholarship to son and daughter of differently-abled persons"".
",DAP,0,Both,Tamil Nadu,For all TN districts
58,Free Education-Concessions to the Post Graduate Students,The Government of Tamil Nadu offers a Free Education Scheme to support Scheduled Tribe (ST) girl students pursuing postgraduate courses. This initiative aims to promote higher education among ST communities by alleviating financial barriers.,"Exemption from Fees: ST girl students enrolled in postgraduate courses are exempted from paying special fees and examination fees. 
","1.Community: Applicants must belong to the Scheduled Tribes (ST) community.
2.Gender: Only female students are eligible for this concession.
3.Course Level: Applicable to students pursuing postgraduate courses.
4.Income Limit: There is no income limit to avail of this benefit.","1.Community Certificate: Proof of ST status issued by a competent authority.
2.Academic Records: Mark sheets and certificates from prior educational qualifications.
3.Admission Proof: College admission letter or current enrollment certificate.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the fee concession application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and process the fee exemption accordingly.",ST,0,Female,Tamil Nadu,For all TN districts
59,Free Education-Concessions to the Under Graduate Students,"The Government of Tamil Nadu provides various educational concessions to promote higher education among Scheduled Tribe (ST) students pursuing undergraduate courses. While specific details on ""ST-Free Education-Concessions to Undergraduate Students"" are not readily available in the provided sources, general initiatives for ST students typically include tuition fee waivers, scholarships, and other financial assistance.","Tuition Fee Waiver: Eligible ST students may receive exemptions from paying tuition fees in government and government-aided institutions.
Scholarships: Financial assistance to cover expenses such as maintenance, books, and other academic-related costs.","1.Community: Applicants must belong to the Scheduled Tribes (ST) community.
2.Parental Annual Income: The annual income of the student's parents or guardians should typically not exceed ₹2,50,000, though this threshold may vary based on specific schemes.","1.Community Certificate: Proof of ST status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the benefits will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",ST,250000,Both,Tamil Nadu,For all TN districts
60,ST-GOI-PMSS,"The Post-Matric Scholarship Scheme for Scheduled Tribe (ST) Students is a centrally sponsored initiative by the Government of India, aiming to provide financial assistance to ST students pursuing post-secondary education. The primary objective is to promote higher education among ST communities by alleviating financial barriers.","1.Maintenance Allowance: Financial support is provided to both day scholars and hostellers, varying based on the course classification:
--Group I Courses: Degree and postgraduate level professional courses.
---Hostellers: ₹1,200 per month.
---Day Scholars: ₹550 per month.
--Group II Courses: Other professional courses leading to a degree or diploma.
---Hostellers: ₹820 per month.
---Day Scholars: ₹530 per month.
--Group III Courses: Graduate and postgraduate courses not covered under Groups I & II (e.g., B.A, B.Sc., B.Com, M.A, M.Sc., M.Com).
---Hostellers: ₹570 per month.
---Day Scholars: ₹300 per month.
--Group IV Courses: All post-matriculation (post-Class X level) non-degree courses.
---Hostellers: ₹380 per month.
---Day Scholars: ₹230 per month.
2.Reimbursement of Compulsory Non-Refundable 3.Fees: Covers tuition fees, examination fees, and other compulsory charges payable by the student to the institution.
4.Study Tour Charges: Up to ₹1,600 per annum, provided the study tour is essential for the completion of the course.
5.Thesis Typing/Printing Charges: Up to ₹1,600 for research scholars.
6.Book Allowance for Correspondence Courses: ₹1,200 per annum.
7.Disability Allowance: For students with disabilities, additional allowances are provided as per the guidelines.","1.Community: Applicants must belong to the Scheduled Tribe (ST) community.
2.Course Level: Applicable to students pursuing post-matriculation or post-secondary courses recognized by the government.
3.Parental Annual Income: The annual income of parents or guardians should not exceed ₹2.50 lakh.
4.Academic Performance: Students should have passed the required qualifying examination for the respective course.","1.Caste Certificate: Proof of ST status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
5.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Registration: Students must register on the National Scholarship Portal (NSP) during the notified period. 
2.Application Form: Fill in the required personal, academic, and financial details accurately.
3.Document Upload: Upload scanned copies of all necessary documents as specified above.
4.Institution Verification: Submit the application online. The respective institution will verify the details and forward them to the state scholarship portal.
5.State Verification: The state government verifies the application and forwards it to the Ministry of Tribal Affairs for sanctioning.
6.Disbursement: Upon approval, the scholarship amount is disbursed directly into the student's bank account through Direct Benefit Transfer (DBT).",ST,250000,Male,Tamil Nadu,For all TN districts
61,Government-Tuition Fee Concession,The Government of Tamil Nadu offers a Tuition Fee Concession for students belonging to the Scheduled Tribes (ST) to promote higher education by alleviating financial burdens.,Tuition Fee Waiver: Eligible ST students are exempted from paying tuition fees in Government and Government-Aided institutions.,"1.Community: Applicants must belong to the Scheduled Tribes (ST) community.
2.Parental Annual Income: The annual income of the student's parents or guardians should not exceed ₹2,50,000.","1.Community Certificate: Proof of ST status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income does not exceed ₹2,50,000.
3.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.
4.Previous Academic Records: Mark sheets and certificates from prior educational qualifications.
5.Admission Proof: College admission letter or current enrollment certificate.
6.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.","1.Obtain Application Form: Collect the tuition fee concession application form from the administrative office of the respective institution.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and process the tuition fee exemption accordingly.",ST,250000,Male,Tamil Nadu,For all TN districts
62,Higher Education Special Scholarship.,The Government of Tamil Nadu offers the Higher Education Special Scholarship (HESS) to support Scheduled Tribe (ST) students pursuing higher education. This initiative aims to alleviate financial barriers and promote academic advancement within the ST community.,"Financial Assistance: Eligible ST students residing in institutional hostels receive financial aid to support their educational expenses. The scholarship amount is as follows:
-Undergraduate and Polytechnic Courses: ₹7,500 per annum.
-Postgraduate Courses: ₹8,000 per annum.","1.Community: Applicants must belong to the Scheduled Tribe (ST) community.
2.Course Level: Applicable to students pursuing graduate, postgraduate, or professional courses in recognized institutions.
3.Accommodation: Students must be residing in institutional hostels to be eligible for the scholarship.
4.Parental Annual Income: The annual income of the parent or guardian should not exceed ₹2,50,000.","1.Community Certificate: Proof of ST status issued by a competent authority.
2.Income Certificate: Valid income certificate demonstrating that the annual family income meets the specified criteria.
3.Academic Records: Certificates and mark sheets of previous educational qualifications.
4.Hostel Residence Proof: Certificate from the institution confirming the student's residence in the hostel.
5.Bank Account Details: Copy of the student's bank passbook showing account number, IFSC code, and other relevant details.
6.Aadhaar Card: Copy of the student's Aadhaar card for identity verification.","1.Obtain Application Form: Collect the relevant application form from the administrative office of the respective institution or download it from the official website of the Tamil Nadu Adi Dravidar and Tribal Welfare Department.
2.Complete the Form: Fill in the required personal, academic, and financial details accurately.
3.Attach Necessary Documents: Enclose all required documents as specified above.
4.Submission: Submit the completed application form along with the necessary documents to the scholarship or administrative section of the respective institution within the stipulated deadline.
5.Verification: The institution's administration will verify the submitted applications and forward them to the concerned government department for further processing.
6.Approval and Disbursement: Upon successful verification, the scholarship amount will be disbursed to the student's bank account or adjusted against institutional fees, as per the scheme guidelines.",ST ,250000,Both,Tamil Nadu,For all TN districts
